fips,year,pop,st,state_full,state_icpsr,county_icpsr,county_name,pres_county_share,cd,cong_county_share,turnout
48387,1880,17194,TX,Texas,49,3870,RED RIVER,0.6206544,2,57.1,59.1
48467,1880,12619,TX,Texas,49,4670,VAN ZANDT,0.8586526,2,65.6,76.5
48231,1880,17230,TX,Texas,49,2310,HUNT,0.954491,2,80.8,77.8
48147,1880,25501,TX,Texas,49,1470,FANNIN,0.8206897,2,68.9,72.8
48119,1880,5597,TX,Texas,49,1190,DELTA,0.9324675,2,68.1,76.9
48459,1880,10266,TX,Texas,49,4590,UPSHUR,0.8125,2,72.7,77.8
48063,1880,5931,TX,Texas,49,630,CAMP,0.5734767,2,63.9,88.5
48379,1880,3035,TX,Texas,49,3790,RAINS,1,2,66.3,76.7
48159,1880,5280,TX,Texas,49,1590,FRANKLIN,1,2,56.1,77.6
48223,1880,15461,TX,Texas,49,2230,HOPKINS,0.9296782,2,71.8,75.9
48449,1880,5959,TX,Texas,49,4490,TITUS,0.974,2,85.1,69.4
48067,1880,16724,TX,Texas,49,670,CASS,1,2,58.1,49.4
48315,1880,10983,TX,Texas,49,3150,MARION,0.3080214,2,85.4,73
48183,1880,8530,TX,Texas,49,1830,GREGG,0.4379391,2,51,74
48441,1880,1736,TX,Texas,49,4410,TAYLOR,1,3,86.4,67.6
48447,1880,711,TX,Texas,49,4470,THROCKMORTON,0.984,3,99.3,59.4
48009,1880,596,TX,Texas,49,90,ARCHER,1,3,73.1,59.2
48139,1880,21294,TX,Texas,49,1390,ELLIS,0.8931718,3,81,72.6
48217,1880,16554,TX,Texas,49,2170,HILL,0.9988412,3,84.9,73.8
48221,1880,6125,TX,Texas,49,2210,HOOD,1,3,92.7,86.3
48181,1880,38108,TX,Texas,49,1810,GRAYSON,0.7715847,3,69.9,73.7
48397,1880,2984,TX,Texas,49,3970,ROCKWALL,0.9339525,3,97.4,82.1
48113,1880,33488,TX,Texas,49,1130,DALLAS,0.744534,3,62.7,66.4
48497,1880,16601,TX,Texas,49,4970,WISE,0.95,3,65.4,74.5
48367,1880,15870,TX,Texas,49,3670,PARKER,0.9149485,3,78.2,61.4
48133,1880,4855,TX,Texas,49,1330,EASTLAND,1,3,92,30.3
48059,1880,3453,TX,Texas,49,590,CALLAHAN,1,3,93.9,39.9
48429,1880,4725,TX,Texas,49,4290,STEPHENS,1,3,88,62.5
48077,1880,5045,TX,Texas,49,770,CLAY,1,3,77.9,68
48257,1880,15448,TX,Texas,49,2570,KAUFMAN,0.9040736,3,73.4,79.6
48503,1880,4726,TX,Texas,49,5030,YOUNG,0.9681668,3,87.3,68.5
48121,1880,18143,TX,Texas,49,1210,DENTON,0.952,3,90.5,
48097,1880,20391,TX,Texas,49,970,COOKE,0.9308807,3,87.5,74.6
48363,1880,5885,TX,Texas,49,3630,PALO PINTO,1,3,87.4,55.3
48143,1880,11796,TX,Texas,49,1430,ERATH,1,3,82,86.9
48439,1880,24671,TX,Texas,49,4390,TARRANT,0.8962963,3,74.9,72.2
48337,1880,11257,TX,Texas,49,3370,MONTAGUE,1,3,83.9,80.9
48023,1880,715,TX,Texas,49,230,BAYLOR,1,3,100,64.6
48085,1880,25983,TX,Texas,49,850,COLLIN,0.9116379,3,88.4,63.7
48251,1880,17911,TX,Texas,49,2510,JOHNSON,0.9988208,3,79.9,81.2
48417,1880,2037,TX,Texas,49,4170,SHACKELFORD,0.821,3,87.3,50.9
48237,1880,6626,TX,Texas,49,2370,JACK,0.9110807,3,67.8,74
48483,1880,512,TX,Texas,49,4830,WHEELER,0.8023952,3,100,31.5
48425,1880,2649,TX,Texas,49,4250,SOMERVELL,1,3,84.5,80.7
48099,1880,10924,TX,Texas,49,990,CORYELL,0.9937041,4,96.5,73.1
48161,1880,14921,TX,Texas,49,1610,FREESTONE,0.7559944,4,64,73.9
48201,1880,27985,TX,Texas,49,2010,HARRIS,0.5981781,4,55.1,71.6
48157,1880,9380,TX,Texas,49,1570,FORT BEND,0.223,4,22.5,49.9
48407,1880,6186,TX,Texas,49,4070,SAN JACINTO,0.897,4,46.9,36.6
48339,1880,10154,TX,Texas,49,3390,MONTGOMERY,0.7058824,4,46.1,73.9
48471,1880,12024,TX,Texas,49,4710,WALKER,0.8846154,4,45,42.3
48395,1880,22383,TX,Texas,49,3950,ROBERTSON,0.6148325,4,57.3,56.1
48035,1880,11217,TX,Texas,49,350,BOSQUE,0.9894366,4,86.7,60
48289,1880,12817,TX,Texas,49,2890,LEON,0.922626,4,56.2,51
48349,1880,21702,TX,Texas,49,3490,NAVARRO,0.7735656,4,77.8,61.1
48145,1880,16240,TX,Texas,49,1450,FALLS,0.9267462,4,48.2,54.2
48309,1880,26934,TX,Texas,49,3090,MCLENNAN,0.7267932,4,70.9,61.5
48193,1880,6365,TX,Texas,49,1930,HAMILTON,1,4,91.2,56.7
48185,1880,18603,TX,Texas,49,1850,GRIMES,0.4273608,4,38.6,81.6
48093,1880,8608,TX,Texas,49,930,COMANCHE,1,4,86.7,72.7
48041,1880,13576,TX,Texas,49,410,BRAZOS,0.7261462,4,57.8,57.9
48293,1880,16246,TX,Texas,49,2930,LIMESTONE,0.8062756,4,67.7,63.1
48313,1880,5395,TX,Texas,49,3130,MADISON,0.6751152,4,73.1,86.4
48027,1880,20518,TX,Texas,49,270,BELL,0.959596,4,85.5,72.9
48473,1880,9024,TX,Texas,49,4730,WALLER,0.3302752,4,41.6,81.5
48281,1880,5421,TX,Texas,49,2810,LAMPASAS,0.9984686,5,54.3,69.7
48399,1880,980,TX,Texas,49,3990,RUNNELS,1,5,98.3,51.4
48481,1880,4549,TX,Texas,49,4810,WHARTON,0.1361789,5,17,71.6
48491,1880,15155,TX,Texas,49,4910,WILLIAMSON,0.8538755,5,61.3,73.6
48321,1880,3940,TX,Texas,49,3210,MATAGORDA,0.371,5,26.6,71.7
48331,1880,18659,TX,Texas,49,3310,MILAM,1,5,65.4,42.1
48051,1880,9243,TX,Texas,49,510,BURLESON,0.6384522,5,45.8,60.1
48285,1880,13641,TX,Texas,49,2850,LAVACA,0.7318612,5,63.5,70
48083,1880,3603,TX,Texas,49,830,COLEMAN,1,5,83.4,50.3
48095,1880,800,TX,Texas,49,950,CONCHO,1,5,86.7,50.3
48287,1880,8937,TX,Texas,49,2870,LEE,0.6328948,5,54.5,78.1
48307,1880,1533,TX,Texas,49,3070,MCCULLOCH,1,5,67,50.7
48477,1880,27565,TX,Texas,49,4770,WASHINGTON,0.4078675,5,51.5,81.3
48015,1880,14429,TX,Texas,49,150,AUSTIN,0.464,5,48.4,42.7
48453,1880,27028,TX,Texas,49,4530,TRAVIS,0.5580838,5,41.3,56.7
48411,1880,5324,TX,Texas,49,4110,SAN SABA,1,5,52.2,55.5
48039,1880,9774,TX,Texas,49,390,BRAZORIA,0.221,5,16.7,60.3
48053,1880,6855,TX,Texas,49,530,BURNET,0.9982487,5,50.6,69.1
48021,1880,17215,TX,Texas,49,210,BASTROP,0.5216852,5,27.5,66.3
48149,1880,27996,TX,Texas,49,1490,FAYETTE,0.4523077,5,48.7,68
48089,1880,16673,TX,Texas,49,890,COLORADO,0.3876923,5,36.6,76.1
48167,1880,24121,TX,Texas,49,1670,GALVESTON,0.733,5,63.7,
48049,1880,8414,TX,Texas,49,490,BROWN,0.9659575,5,65.8,61.4
48265,1880,2168,TX,Texas,49,2650,KERR,0.6852046,6,94,71.3
48259,1880,2763,TX,Texas,49,2590,KENDALL,0.2923554,6,88.5,67.9
48267,1880,1343,TX,Texas,49,2670,KIMBLE,0.9401408,6,87.8,46.8
48319,1880,2655,TX,Texas,49,3190,MASON,0.818561,6,94.4,61.6
48025,1880,2298,TX,Texas,49,250,BEE,0.963,6,98.7,59.1
48311,1880,701,TX,Texas,49,3110,MCMULLEN,,6,100,
48493,1880,7118,TX,Texas,49,4930,WILSON,0.9281998,6,99.3,16.1
48377,1880,2873,TX,Texas,49,3770,PRESIDIO,0.749,6,,
48463,1880,2541,TX,Texas,49,4630,UVALDE,0.943123,6,100,44.1
48283,1880,789,TX,Texas,49,2830,LA SALLE,,6,,
48127,1880,665,TX,Texas,49,1270,DIMMIT,1,6,100,24.6
48091,1880,5546,TX,Texas,49,910,COMAL,0.45,6,71.8,59.3
48177,1880,14840,TX,Texas,49,1770,GONZALES,0.7615894,6,99.8,70.2
48505,1880,3636,TX,Texas,49,5050,ZAPATA,0.541,6,100,10.8
48427,1880,8304,TX,Texas,49,4270,STARR,0.439,6,100,23.9
48187,1880,12202,TX,Texas,49,1870,GUADALUPE,0.5831643,6,100,63.6
48391,1880,1585,TX,Texas,49,3910,REFUGIO,0.909,6,95.6,52
48171,1880,5228,TX,Texas,49,1710,GILLESPIE,0.4343029,6,99.7,65.6
48175,1880,5832,TX,Texas,49,1750,GOLIAD,0.9316583,6,76.7,44.8
48271,1880,4487,TX,Texas,49,2710,KINNEY,0.78,6,100,31.6
48061,1880,14959,TX,Texas,49,610,CAMERON,0.898,6,99.8,55.1
48469,1880,6289,TX,Texas,49,4690,VICTORIA,0.669,6,96,62.8
48029,1880,30470,TX,Texas,49,290,BEXAR,0.6312625,6,99.2,50.8
48141,1880,3845,TX,Texas,49,1410,EL PASO,0.477,6,100,36.3
48057,1880,1739,TX,Texas,49,570,CALHOUN,0.969,6,72.9,44.6
48215,1880,4347,TX,Texas,49,2150,HIDALGO,1,6,99.8,42.6
48323,1880,2967,TX,Texas,49,3230,MAVERICK,0.678,6,100,45.1
48409,1880,1010,TX,Texas,49,4090,SAN PATRICIO,0.982,6,100,60.1
48019,1880,2158,TX,Texas,49,190,BANDERA,0.96,6,100,78.7
48209,1880,7555,TX,Texas,49,2090,HAYS,0.7745605,6,99.9,75.5
48031,1880,3583,TX,Texas,49,310,BLANCO,0.9861933,6,100,17.3
48297,1880,1994,TX,Texas,49,2970,LIVE OAK,0.974,6,100,53.4
48013,1880,4217,TX,Texas,49,130,ATASCOSA,1,6,100,37.5
48123,1880,10082,TX,Texas,49,1230,DE WITT,0.6774194,6,99.9,51.3
48325,1880,4492,TX,Texas,49,3250,MEDINA,0.4293033,6,98.9,52.6
48131,1880,5732,TX,Texas,49,1310,DUVAL,0.9418837,6,100,32.1
48451,1880,3615,TX,Texas,49,4510,TOM GREEN,0.8840125,6,100,26.6
48327,1880,1239,TX,Texas,49,3270,MENARD,0.8968655,6,100,37.3
48255,1880,3270,TX,Texas,49,2550,KARNES,1,6,96.8,41.7
48371,1880,1807,TX,Texas,49,3710,PECOS,0.962,6,100,33.9
48239,1880,2723,TX,Texas,49,2390,JACKSON,0.89,6,55,43.1
48163,1880,2130,TX,Texas,49,1630,FRIO,0.9660326,6,100,44
48479,1880,5273,TX,Texas,49,4790,WEBB,0.925,6,100,82.7
48299,1880,4962,TX,Texas,49,2990,LLANO,0.9955621,6,98.4,63.2
48355,1880,7673,TX,Texas,49,3550,NUECES,0.838,6,100,46.5
48055,1880,11757,TX,Texas,49,550,CALDWELL,0.6683884,6,100,84.3
48007,1880,996,TX,Texas,49,70,ARANSAS,0.8934673,6,98.1,85.2
48485,1880,433,TX,Texas,49,4850,WICHITA,,,,
48359,1880,287,TX,Texas,49,3590,OLDHAM,,,,
48137,1880,266,TX,Texas,49,1370,EDWARDS,,,,
48129,1880,160,TX,Texas,49,1290,DONLEY,,,,
48211,1880,149,TX,Texas,49,2110,HEMPHILL,,,,
48253,1880,546,TX,Texas,49,2530,JONES,,,,
48151,1880,136,TX,Texas,49,1510,FISHER,,,,
48107,1880,82,TX,Texas,49,1070,CROSBY,,,,
48507,1880,410,TX,Texas,49,5070,ZAVALA,,,,
48353,1880,640,TX,Texas,49,3530,NOLAN,,,,
48263,1880,92,TX,Texas,49,2630,KENT,,,,
48339,1882,10476.2,TX,Texas,49,3390,MONTGOMERY,0.7058824,1,51,69.3
48241,1882,5741.6,TX,Texas,49,2410,JASPER,0.933,1,99.7,62
48245,1882,3962.6,TX,Texas,49,2450,JEFFERSON,0.664,1,60.5,53.9
48185,1882,19144.8,TX,Texas,49,1850,GRIMES,0.4273608,1,48.3,77
48407,1882,6420.8,TX,Texas,49,4070,SAN JACINTO,0.897,1,57.1,76.7
48201,1882,29837.8,TX,Texas,49,2010,HARRIS,0.5981781,1,74.6,72.5
48291,1882,4845.2,TX,Texas,49,2910,LIBERTY,0.704,1,57.3,66.6
48351,1882,4417.2,TX,Texas,49,3510,NEWTON,1,1,86.4,60
48471,1882,12194,TX,Texas,49,4710,WALKER,0.8846154,1,41.6,49.3
48457,1882,6835.4,TX,Texas,49,4570,TYLER,0.9958763,1,67,77.8
48455,1882,5461.6,TX,Texas,49,4550,TRINITY,0.827,1,78.4,62.8
48373,1882,7817.6,TX,Texas,49,3730,POLK,0.9136772,1,95.6,53.1
48199,1882,2287.2,TX,Texas,49,1990,HARDIN,0.985,1,79.5,64.4
48473,1882,9396.8,TX,Texas,49,4730,WALLER,0.3302752,1,34.6,81.5
48041,1882,14190.8,TX,Texas,49,410,BRAZOS,0.7261462,1,52.2,67.9
48005,1882,5452.4,TX,Texas,49,50,ANGELINA,1,1,99.7,75.2
48071,1882,2197.8,TX,Texas,49,710,CHAMBERS,0.7997947,1,57,53.7
48313,1882,6018.4,TX,Texas,49,3130,MADISON,0.6751152,1,70.4,69.8
48361,1882,3304.4,TX,Texas,49,3610,ORANGE,0.7364706,1,50.3,55.3
48289,1882,13021.8,TX,Texas,49,2890,LEON,0.922626,2,98.3,80.7
48225,1882,17233.6,TX,Texas,49,2250,HOUSTON,0.5487437,2,100,52.1
48405,1882,5404.8,TX,Texas,49,4050,SAN AUGUSTINE,0.619,2,100,90.7
48347,1882,12468.8,TX,Texas,49,3470,NACOGDOCHES,0.9986631,2,90.7,75
48001,1882,18100.6,TX,Texas,49,10,ANDERSON,0.575,2,100,41.4
48213,1882,10245,TX,Texas,49,2130,HENDERSON,0.8004459,2,100,62.4
48161,1882,15134.2,TX,Texas,49,1610,FREESTONE,0.7559944,2,87.1,62
48403,1882,4322.6,TX,Texas,49,4030,SABINE,0.982,2,100,69.7
48395,1882,23207.6,TX,Texas,49,3950,ROBERTSON,0.6148325,2,47,57
48459,1882,10751.8,TX,Texas,49,4590,UPSHUR,0.8125,3,60,71.8
48419,1882,10491.4,TX,Texas,49,4190,SHELBY,1,3,68.1,74.3
48423,1882,23155.2,TX,Texas,49,4230,SMITH,1,3,44.2,85.7
48499,1882,11756,TX,Texas,49,4990,WOOD,0.9395218,3,62.3,66.5
48231,1882,20161,TX,Texas,49,2310,HUNT,0.954491,3,77,77.3
48401,1882,18900.6,TX,Texas,49,4010,RUSK,0.6018907,3,59.2,78.6
48379,1882,3209.8,TX,Texas,49,3790,RAINS,1,3,53.8,76.6
48365,1882,12640.8,TX,Texas,49,3650,PANOLA,0.927,3,69.4,63.4
48467,1882,13340.2,TX,Texas,49,4670,VAN ZANDT,0.8586526,3,61.8,75.6
48183,1882,8704.4,TX,Texas,49,1830,GREGG,0.4379391,3,40.7,56.7
48063,1882,6069.6,TX,Texas,49,630,CAMP,0.5734767,3,51,79.8
48203,1882,25485.8,TX,Texas,49,2030,HARRISON,0.5693877,3,36.4,61
48449,1882,6405.2,TX,Texas,49,4490,TITUS,0.974,4,76.9,74.6
48343,1882,5341.6,TX,Texas,49,3430,MORRIS,0.64,4,58.6,89.1
48159,1882,5520.2,TX,Texas,49,1590,FRANKLIN,1,4,52.9,77.2
48119,1882,6301,TX,Texas,49,1190,DELTA,0.9324675,4,66.5,79.5
48387,1882,18045.6,TX,Texas,49,3870,RED RIVER,0.6206544,4,56.7,80.1
48147,1882,28142.6,TX,Texas,49,1470,FANNIN,0.8206897,4,72.5,77
48315,1882,10958.8,TX,Texas,49,3150,MARION,0.3080214,4,72.1,53.5
48067,1882,17890,TX,Texas,49,670,CASS,1,4,47.8,75.3
48277,1882,29214.8,TX,Texas,49,2770,LAMAR,0.7655503,4,61.9,66.9
48223,1882,16483.2,TX,Texas,49,2230,HOPKINS,0.9296782,4,75.9,77.1
48037,1882,12825.4,TX,Texas,49,370,BOWIE,0.5862786,4,55,64.9
48023,1882,1091,TX,Texas,49,230,BAYLOR,1,5,100,65.9
48085,1882,28133.6,TX,Texas,49,850,COLLIN,0.9116379,5,84,72.4
48397,1882,3581.6,TX,Texas,49,3970,ROCKWALL,0.9339525,5,91.8,76.8
48097,1882,21252,TX,Texas,49,970,COOKE,0.9308807,5,75.5,76.5
48181,1882,41128.6,TX,Texas,49,1810,GRAYSON,0.7715847,5,67.7,74.6
48487,1882,1519.2,TX,Texas,49,4870,WILBARGER,,5,92.9,
48121,1882,18772.2,TX,Texas,49,1210,DENTON,0.952,5,70,71.4
48497,1882,18107.6,TX,Texas,49,4970,WISE,0.95,5,51.5,75.6
48485,1882,1312.6,TX,Texas,49,4850,WICHITA,,5,88.6,
48077,1882,5536.6,TX,Texas,49,770,CLAY,1,5,83.7,77.5
48337,1882,12778.2,TX,Texas,49,3370,MONTAGUE,1,5,73.6,78.4
48009,1882,897,TX,Texas,49,90,ARCHER,1,5,86.3,60.7
48251,1882,18791.4,TX,Texas,49,2510,JOHNSON,0.9988208,6,79.8,68.4
48035,1882,11818.4,TX,Texas,49,350,BOSQUE,0.9894366,6,73.8,63.8
48257,1882,16678,TX,Texas,49,2570,KAUFMAN,0.9040736,6,72.2,75.3
48113,1882,40198.8,TX,Texas,49,1130,DALLAS,0.744534,6,65.1,66.5
48139,1882,23390,TX,Texas,49,1390,ELLIS,0.8931718,6,82.5,71.5
48439,1882,27965.2,TX,Texas,49,4390,TARRANT,0.8962963,6,60.1,70.7
48217,1882,18759.8,TX,Texas,49,2170,HILL,0.9988412,6,75.6,79
48007,1882,1161.6,TX,Texas,49,70,ARANSAS,0.8934673,7,86.7,88.1
48215,1882,4784.4,TX,Texas,49,2150,HIDALGO,1,7,75.6,42.8
48157,1882,9621.2,TX,Texas,49,1570,FORT BEND,0.223,7,11.9,49.9
48391,1882,1515.8,TX,Texas,49,3910,REFUGIO,0.909,7,93.6,53.6
48131,1882,6105.2,TX,Texas,49,1310,DUVAL,0.9418837,7,38.7,33.7
48323,1882,3113.2,TX,Texas,49,3230,MAVERICK,0.678,7,7.8,30.7
48283,1882,1059,TX,Texas,49,2830,LA SALLE,,7,55.9,
48469,1882,6778.6,TX,Texas,49,4690,VICTORIA,0.669,7,45.3,47.6
48481,1882,5156,TX,Texas,49,4810,WHARTON,0.1361789,7,13.3,75.4
48427,1882,8793,TX,Texas,49,4270,STARR,0.439,7,0,25.4
48409,1882,1070.4,TX,Texas,49,4090,SAN PATRICIO,0.982,7,90.3,58.6
48039,1882,10120.4,TX,Texas,49,390,BRAZORIA,0.221,7,18.9,60.9
48175,1882,5847.6,TX,Texas,49,1750,GOLIAD,0.9316583,7,59.4,57.6
48321,1882,3949,TX,Texas,49,3210,MATAGORDA,0.371,7,31.8,69
48123,1882,10927,TX,Texas,49,1230,DE WITT,0.6774194,7,45,40.1
48355,1882,7757,TX,Texas,49,3550,NUECES,0.838,7,64.4,43.9
48167,1882,25592,TX,Texas,49,1670,GALVESTON,0.733,7,45.5,71.2
48311,1882,768.4,TX,Texas,49,3110,MCMULLEN,,7,89.2,87.3
48239,1882,2834.6,TX,Texas,49,2390,JACKSON,0.89,7,38.6,77.8
48479,1882,7186.8,TX,Texas,49,4790,WEBB,0.925,7,66.2,81
48061,1882,14852,TX,Texas,49,610,CAMERON,0.898,7,54.6,47.8
48057,1882,1554.2,TX,Texas,49,570,CALHOUN,0.969,7,60.1,54.9
48163,1882,2326.4,TX,Texas,49,1630,FRIO,0.9660326,7,70.7,38.3
48127,1882,741.8,TX,Texas,49,1270,DIMMIT,1,7,15.6,24.6
48505,1882,3621.2,TX,Texas,49,5050,ZAPATA,0.541,7,11.2,27.1
48025,1882,2582.4,TX,Texas,49,250,BEE,0.963,7,82.7,57.1
48297,1882,2006.2,TX,Texas,49,2970,LIVE OAK,0.974,8,55.6,53
48209,1882,8314.4,TX,Texas,49,2090,HAYS,0.7745605,8,72.5,72.3
48177,1882,15475.2,TX,Texas,49,1770,GONZALES,0.7615894,8,68.4,50.5
48055,1882,12559.4,TX,Texas,49,550,CALDWELL,0.6683884,8,67.7,59.5
48015,1882,15115,TX,Texas,49,150,AUSTIN,0.464,8,50.5,69.3
48149,1882,28693,TX,Texas,49,1490,FAYETTE,0.4523077,8,43.9,72.4
48255,1882,3343.4,TX,Texas,49,2550,KARNES,1,8,93.3,30.8
48493,1882,7825.4,TX,Texas,49,4930,WILSON,0.9281998,8,99.2,66.4
48285,1882,15290.2,TX,Texas,49,2850,LAVACA,0.7318612,8,68.9,70.3
48013,1882,4665.4,TX,Texas,49,130,ATASCOSA,1,8,95.5,41.4
48287,1882,9540,TX,Texas,49,2870,LEE,0.6328948,8,59.5,78.3
48089,1882,17240.8,TX,Texas,49,890,COLORADO,0.3876923,8,34.3,76.1
48187,1882,12805,TX,Texas,49,1870,GUADALUPE,0.5831643,8,65.2,50.6
48349,1882,22636.2,TX,Texas,49,3490,NAVARRO,0.7735656,9,84.8,64.6
48293,1882,17332.4,TX,Texas,49,2930,LIMESTONE,0.8062756,9,63.8,67.5
48145,1882,17133.2,TX,Texas,49,1450,FALLS,0.9267462,9,49.7,78
48331,1882,19881.8,TX,Texas,49,3310,MILAM,1,9,75.9,64.8
48051,1882,9994.6,TX,Texas,49,510,BURLESON,0.6384522,9,44.8,79.3
48027,1882,23089.8,TX,Texas,49,270,BELL,0.959596,9,84.6,73.8
48309,1882,29388,TX,Texas,49,3090,MCLENNAN,0.7267932,9,74,56
48477,1882,27884.2,TX,Texas,49,4770,WASHINGTON,0.4078675,9,42.4,79.8
48091,1882,5716.4,TX,Texas,49,910,COMAL,0.45,10,49.1,39.3
48271,1882,4345.8,TX,Texas,49,2710,KINNEY,0.78,10,47.8,31
48259,1882,2975.6,TX,Texas,49,2590,KENDALL,0.2923554,10,28.9,23.8
48319,1882,3160,TX,Texas,49,3190,MASON,0.818561,10,81.5,61.4
48095,1882,853,TX,Texas,49,950,CONCHO,1,10,67.9,52.1
48491,1882,17305.8,TX,Texas,49,4910,WILLIAMSON,0.8538755,10,79.5,66.3
48083,1882,4104.8,TX,Texas,49,830,COLEMAN,1,10,98.9,58
48327,1882,1234.2,TX,Texas,49,3270,MENARD,0.8968655,10,86.7,41.7
48307,1882,1869.8,TX,Texas,49,3070,MCCULLOCH,1,10,92.9,54.2
48411,1882,5587.4,TX,Texas,49,4110,SAN SABA,1,10,89.1,62.2
48453,1882,28886.8,TX,Texas,49,4530,TRAVIS,0.5580838,10,53.9,65.5
48267,1882,1523,TX,Texas,49,2670,KIMBLE,0.9401408,10,83.5,26.3
48019,1882,2485.4,TX,Texas,49,190,BANDERA,0.96,10,86.9,87.7
48281,1882,5853.6,TX,Texas,49,2810,LAMPASAS,0.9984686,10,85.3,71
48399,1882,1422.6,TX,Texas,49,3990,RUNNELS,1,10,99.5,55
48171,1882,5593.6,TX,Texas,49,1710,GILLESPIE,0.4343029,10,41.1,64.2
48053,1882,7633.4,TX,Texas,49,530,BURNET,0.9982487,10,82,75.5
48463,1882,2793.6,TX,Texas,49,4630,UVALDE,0.943123,10,88.2,60.4
48021,1882,17919.2,TX,Texas,49,210,BASTROP,0.5216852,10,48.9,80
48325,1882,4739.6,TX,Texas,49,3250,MEDINA,0.4293033,10,46.4,64.5
48029,1882,34229.2,TX,Texas,49,290,BEXAR,0.6312625,10,47.5,34.5
48299,1882,5324,TX,Texas,49,2990,LLANO,0.9955621,10,88,62.5
48265,1882,2626.8,TX,Texas,49,2650,KERR,0.6852046,10,62,73.1
48031,1882,3796.2,TX,Texas,49,310,BLANCO,0.9861933,10,76.1,62.2
48451,1882,3922.4,TX,Texas,49,4510,TOM GREEN,0.8840125,11,13.8,33.8
48335,1882,505.4,TX,Texas,49,3350,MITCHELL,,11,49.2,
48425,1882,2803,TX,Texas,49,4250,SOMERVELL,1,11,66,82.8
48367,1882,17032.4,TX,Texas,49,3670,PARKER,0.9149485,11,56.3,67.2
48141,1882,6211.6,TX,Texas,49,1410,EL PASO,0.477,11,83.7,26.4
48193,1882,6954.6,TX,Texas,49,1930,HAMILTON,1,11,41.9,79
48253,1882,1196.2,TX,Texas,49,2530,JONES,,11,72.5,
48353,1882,826.6,TX,Texas,49,3530,NOLAN,,11,52.1,
48143,1882,13755.6,TX,Texas,49,1430,ERATH,1,11,31.1,76.8
48377,1882,2638,TX,Texas,49,3770,PRESIDIO,0.749,11,99.4,
48133,1882,5958.6,TX,Texas,49,1330,EASTLAND,1,11,21.8,57.4
48441,1882,2780.2,TX,Texas,49,4410,TAYLOR,1,11,39.6,66.7
48417,1882,2032,TX,Texas,49,4170,SHACKELFORD,0.821,11,57.4,47.9
48237,1882,7248.8,TX,Texas,49,2370,JACK,0.9110807,11,47.4,73.5
48099,1882,12113.8,TX,Texas,49,990,CORYELL,0.9937041,11,53.8,77
48129,1882,339.2,TX,Texas,49,1290,DONLEY,,11,50.7,
48049,1882,9015.4,TX,Texas,49,490,BROWN,0.9659575,11,34.5,64.7
48059,1882,3853.8,TX,Texas,49,590,CALLAHAN,1,11,42,41.7
48221,1882,6422.8,TX,Texas,49,2210,HOOD,1,11,54.1,87.1
48503,1882,4790.6,TX,Texas,49,5030,YOUNG,0.9681668,11,74.9,68.8
48359,1882,283.6,TX,Texas,49,3590,OLDHAM,,11,100,
48371,1882,1710.8,TX,Texas,49,3710,PECOS,0.962,11,23.3,42.3
48429,1882,4765.2,TX,Texas,49,4290,STEPHENS,1,11,45.8,57.7
48447,1882,749.2,TX,Texas,49,4470,THROCKMORTON,0.984,11,65.3,64.1
48093,1882,10008,TX,Texas,49,930,COMANCHE,1,11,47.4,73.8
48363,1882,6372,TX,Texas,49,3630,PALO PINTO,1,11,54,58.1
48483,1882,565.2,TX,Texas,49,4830,WHEELER,0.8023952,11,80.1,7.8
48375,1882,192.2,TX,Texas,49,3750,POTTER,,,,
48137,1882,606.8,TX,Texas,49,1370,EDWARDS,,,,
48197,1882,820.8,TX,Texas,49,1970,HARDEMAN,,,,
48211,1882,223,TX,Texas,49,2110,HEMPHILL,,,,
48073,1882,17973.4,TX,Texas,49,730,CHEROKEE,0.7371244,,,75.7
48151,1882,708,TX,Texas,49,1510,FISHER,,,,
48507,1882,547.4,TX,Texas,49,5070,ZAVALA,,,,
48345,1882,47,TX,Texas,49,3450,MOTLEY,,,,
48101,1882,67.2,TX,Texas,49,1010,COTTLE,,,,
48107,1882,134.8,TX,Texas,49,1070,CROSBY,,,,
48195,1882,41,TX,Texas,49,1950,HANSFORD,,,,
48105,1882,140.4,TX,Texas,49,1050,CROCKETT,,,,
48191,1882,169.4,TX,Texas,49,1910,HALL,,,,
48373,1884,8446.2,TX,Texas,49,3730,POLK,0.633,1,100,79.8
48201,1884,31690.6,TX,Texas,49,2010,HARRIS,0.534,1,99.8,74.6
48005,1884,5665.8,TX,Texas,49,50,ANGELINA,0.943,1,99.7,87.7
48473,1884,9769.6,TX,Texas,49,4730,WALLER,0.409,1,100,90.3
48361,1884,3670.8,TX,Texas,49,3610,ORANGE,0.775,1,100,69.4
48457,1884,7845.8,TX,Texas,49,4570,TYLER,0.7497498,1,100,75.3
48071,1884,2208.6,TX,Texas,49,710,CHAMBERS,0.719,1,100,78.2
48041,1884,14805.6,TX,Texas,49,410,BRAZOS,0.5220441,1,100,79
48241,1884,5704.2,TX,Texas,49,2410,JASPER,0.692,1,100,70.8
48339,1884,10798.4,TX,Texas,49,3390,MONTGOMERY,0.5125376,1,100,79.7
48185,1884,19686.6,TX,Texas,49,1850,GRIMES,0.4754755,1,100,83.8
48245,1884,4436.2,TX,Texas,49,2450,JEFFERSON,0.646,1,100,77.1
48313,1884,6641.8,TX,Texas,49,3130,MADISON,0.756,1,100,85.5
