County,Num,Year
Dallas,11,1913
Dallas,5,1907
Dallas,4,1910
Dallas,7,1892
Dallas,6,1902
Dallas,4,1917
Dallas,6,1848
Dallas,4,1849
Dallas,2,1850
Dallas,2,1865
Dallas,6,1868
Dallas,3,1869
Dallas,3,1879
Dallas,8,1881
Dallas,12,1883
Dallas,8,1898
Dallas,5,1912
Dallas,3,1929
Dallas,3,1930
Dallas,4,1920
Dallas,10,1874
Dallas,3,1862
Dallas,2,1877
Dallas,6,1887
Dallas,10,1899
Dallas,5,1915
Dallas,6,1919
Dallas,7,0
Dallas,15,1886
Dallas,7,1914
Dallas,1,1853
Dallas,8,1890
Dallas,6,1918
Dallas,1,1927
Dallas,5,1905
Dallas,3,1903
Dallas,2,1926
Dallas,3,1909
Dallas,3,1924
Dallas,2,1906
Dallas,4,1880
Dallas,1,1911
Dallas,3,1923
Dallas,2,1864
Dallas,1,1925
Dallas,1,1931
Dawson,35,-
Dawson,2,1924
Dawson,7,1904
Dawson,1,1889
Dawson,1,1890
Dawson,1,1895
Dawson,1,1902
Dawson,1,1906
Dawson,2,1914
Dawson,1,1923
Dawson,1,1907
Dawson,3,1909
Dawson,1,1910
Dawson,2,1912
Dawson,1,1917
Dawson,1,1925
Dawson,1,1928
Dawson,1,1930
Dawson,2,1908
Dawson,1,1915
Dawson,1,1921
Dawson,1,1903
Dawson,1,1916
Dawson,1,1926
Deaf Smith,38,-
Deaf Smith,4,1890
Deaf Smith,3,1891
Deaf Smith,3,1892
Deaf Smith,2,1889
Deaf Smith,3,1893
Deaf Smith,3,1895
Deaf Smith,1,1899
Deaf Smith,1,1914
Deaf Smith,1,1915
Deaf Smith,1,1920
Deaf Smith,1,1927
Deaf Smith,1,1930
Deaf Smith,2,1898
Deaf Smith,1,1902
Deaf Smith,2,1907
Deaf Smith,1,1913
Deaf Smith,1,1917
Deaf Smith,2,1918
Deaf Smith,1,1924
Deaf Smith,1,1928
Deaf Smith,2,1894
Deaf Smith,1,1896
Delta,145,-
Delta,8,1894
Delta,4,1896
Delta,9,1898
Delta,5,1901
Delta,4,1874
Delta,3,1889
Delta,4,1891
Delta,1,1910
Delta,4,1886
Delta,4,1895
Delta,3,1899
Delta,10,1903
Delta,2,1907
Delta,4,1911
Delta,3,1925
Delta,3,1931
Delta,1,1871
Delta,3,0
Delta,2,1879
Delta,4,1882
Delta,3,1893
Delta,1,1916
Delta,3,1920
Delta,3,1921
Delta,4,1897
Delta,2,1915
Delta,4,1919
Delta,1,1922
Delta,2,1930
Delta,6,1888
Delta,4,1900
Delta,2,1906
Delta,3,1902
Delta,1,1914
Delta,1,1885
Delta,2,1887
Delta,2,1892
Delta,1,1912
Delta,1,1923
Delta,3,1876
Delta,3,1883
Delta,2,1890
Delta,1,1873
Delta,2,1875
Delta,2,1908
Delta,1,1913
Delta,1,1924
Delta,2,1881
Delta,1,1884
Denton,319,-
Denton,3,1876
Denton,4,1877
Denton,6,1879
Denton,13,1881
Denton,2,1882
Denton,2,1848
Denton,1,1851
Denton,1,1853
Denton,2,1857
Denton,10,1902
Denton,8,1908
Denton,4,1914
Denton,2,1918
Denton,1,1919
Denton,5,1884
Denton,8,1885
Denton,8,1887
Denton,9,1889
Denton,9,1893
Denton,5,1897
Denton,6,1917
Denton,3,1921
Denton,6,1886
Denton,10,1890
Denton,5,1892
Denton,10,1895
Denton,8,1901
Denton,5,1880
Denton,5,1888
Denton,1,1896
Denton,4,1904
Denton,4,1913
Denton,4,1922
Denton,7,1860
Denton,6,1883
Denton,3,1855
Denton,9,1861
Denton,3,1900
Denton,7,1894
Denton,3,1924
Denton,1,1925
Denton,4,1862
Denton,1,1863
Denton,3,1864
Denton,3,1866
Denton,1,1869
Denton,5,1870
Denton,5,1874
Denton,3,1875
Denton,4,1898
Denton,4,1906
Denton,2,1915
Denton,4,1923
Denton,3,1928
Denton,4,1878
Denton,7,1899
Denton,3,1905
Denton,6,1903
Denton,1,1871
Denton,5,1873
Denton,4,1891
Denton,2,1911
Denton,3,0
Denton,5,1907
Denton,2,1912
Denton,1,1927
Denton,3,1929
Denton,1,1920
Denton,1,1930
Denton,4,1859
Denton,2,1916
Denton,1,1852
Denton,1,1854
Denton,1,1926
Denton,2,1847
Denton,1,1909
Denton,1,1910
Denton,2,1858
Denton,1,1872
DeWitt,207,-
DeWitt,2,1872
DeWitt,2,1902
DeWitt,1,1908
DeWitt,2,1915
DeWitt,1,1918
DeWitt,2,1919
DeWitt,2,1877
DeWitt,2,1900
DeWitt,4,1873
DeWitt,3,1876
DeWitt,6,1899
DeWitt,6,1901
DeWitt,2,1904
DeWitt,4,1906
DeWitt,3,1882
DeWitt,4,1883
DeWitt,3,1885
DeWitt,2,1849
DeWitt,2,1852
DeWitt,3,1853
DeWitt,6,1861
DeWitt,6,1866
DeWitt,3,1867
DeWitt,2,1868
DeWitt,4,1869
DeWitt,2,1870
DeWitt,2,1879
DeWitt,6,1851
DeWitt,5,1856
DeWitt,2,1859
DeWitt,2,1874
DeWitt,3,1880
DeWitt,3,1886
DeWitt,7,1887
DeWitt,7,1888
DeWitt,4,1890
DeWitt,5,1892
DeWitt,7,1895
DeWitt,5,1897
DeWitt,5,1898
DeWitt,4,1860
DeWitt,4,1884
DeWitt,2,1893
DeWitt,3,1909
DeWitt,2,1913
DeWitt,5,1922
DeWitt,3,1912
DeWitt,2,1871
DeWitt,3,1903
DeWitt,2,1894
DeWitt,5,1914
DeWitt,2,1920
DeWitt,3,1896
DeWitt,2,0
DeWitt,1,1907
DeWitt,1,1911
DeWitt,1,1924
DeWitt,1,1925
DeWitt,1,1930
DeWitt,1,1905
DeWitt,2,1857
DeWitt,1,1854
DeWitt,2,1858
DeWitt,2,1865
DeWitt,2,1891
DeWitt,1,1875
DeWitt,2,1881
DeWitt,1,1927
DeWitt,1,1928
DeWitt,3,1910
Dickens,61,-
Dickens,3,1900
Dickens,1,1902
Dickens,2,1907
Dickens,4,1910
Dickens,3,1913
Dickens,1,1917
Dickens,4,1929
Dickens,2,1891
Dickens,2,1894
Dickens,2,1908
Dickens,2,1883
Dickens,1,1892
Dickens,1,1896
Dickens,1,1899
Dickens,1,1906
Dickens,1,1914
Dickens,2,1918
Dickens,1,1920
Dickens,2,1922
Dickens,1,1923
Dickens,1,0
Dickens,2,1925
Dickens,2,1931
Dickens,1,1885
Dickens,1,1890
Dickens,1,1912
Dickens,3,1915
Dickens,1,1895
Dickens,4,1926
Dickens,1,1927
Dickens,1,1928
Dickens,1,1930
Dickens,1,1897
Dickens,2,1909
Dickens,1,1901
Dickens,1,1903
Dimmit,61,-
Dimmit,1,1909
Dimmit,3,1918
Dimmit,3,1920
Dimmit,2,1924
Dimmit,1,1930
Dimmit,2,1904
Dimmit,4,1905
Dimmit,1,1907
Dimmit,3,1910
Dimmit,4,1911
Dimmit,4,1913
Dimmit,2,1915
Dimmit,2,1922
Dimmit,6,1929
Dimmit,3,1914
Dimmit,1,0
Dimmit,2,1879
Dimmit,1,1885
Dimmit,1,1897
Dimmit,1,1892
Dimmit,1,1906
Dimmit,1,1908
Dimmit,1,1919
Dimmit,1,1926
Dimmit,2,1927
Dimmit,1,1928
Dimmit,1,1890
Dimmit,1,1917
Dimmit,2,1925
Dimmit,1,1887
Dimmit,1,1912
Dimmit,1,1931
Donley,71,-
Donley,2,1916
Donley,1,1917
Donley,1,1918
Donley,2,1919
Donley,1,1920
Donley,2,1926
Donley,1,1927
Donley,2,1928
Donley,4,1891
Donley,2,1902
Donley,3,1906
Donley,4,1908
Donley,1,1878
Donley,2,1879
Donley,2,1885
Donley,1,1889
Donley,3,1894
Donley,2,1897
Donley,1,1915
Donley,1,1923
Donley,1,1888
Donley,4,1896
Donley,1,1898
Donley,1,1899
Donley,1,1929
Donley,1,0
Donley,2,1930
Donley,2,1910
Donley,4,1907
Donley,1,1913
Donley,3,1922
Donley,3,1904
Donley,1,1909
Donley,1,1911
Donley,1,1921
Donley,2,1893
Donley,1,1895
Donley,1,1903
Donley,1,1905
Donley,1,1892
Duval,110,-
Duval,2,1881
Duval,2,1883
Duval,1,1890
Duval,1,0
Duval,3,1898
Duval,2,1906
Duval,5,1908
Duval,5,1910
Duval,6,1913
Duval,3,1919
Duval,3,1917
Duval,1,1926
Duval,3,1879
Duval,1,1873
Duval,1,1874
Duval,4,1884
Duval,6,1886
Duval,1,1900
Duval,4,1911
Duval,4,1912
Duval,4,1914
Duval,2,1930
Duval,5,1921
Duval,3,1916
Duval,1,1923
Duval,2,1927
Duval,2,1929
Duval,2,1895
Duval,2,1904
Duval,2,1909
Duval,2,1925
Duval,1,1928
Duval,1,1885
Duval,4,1887
Duval,1,1888
Duval,1,1891
Duval,2,1892
Duval,1,1896
Duval,2,1897
Duval,1,1903
Duval,3,1907
Duval,2,1899
Duval,1,1915
Duval,2,1918
Duval,1,1893
Duval,1,1905
Duval,1,1931
Eastland,277,-
Eastland,4,1876
Eastland,3,1877
Eastland,9,1878
Eastland,5,1879
Eastland,7,1881
Eastland,7,1919
Eastland,12,1920
Eastland,3,1882
Eastland,5,1887
Eastland,8,1890
Eastland,10,1904
Eastland,5,1913
Eastland,12,1922
Eastland,10,1902
Eastland,6,1886
Eastland,6,1889
Eastland,7,1894
Eastland,4,1898
Eastland,5,1914
Eastland,3,1923
Eastland,2,1930
Eastland,7,1899
Eastland,11,1901
Eastland,2,1884
Eastland,3,1885
Eastland,8,1893
Eastland,6,1897
Eastland,5,1903
Eastland,3,1912
Eastland,4,1915
Eastland,3,1917
Eastland,2,1883
Eastland,2,1906
Eastland,2,1911
Eastland,8,1891
Eastland,9,1905
Eastland,4,1888
Eastland,6,1907
Eastland,3,1874
Eastland,4,1908
Eastland,3,1925
Eastland,4,1926
Eastland,2,1875
Eastland,4,1909
Eastland,2,1910
Eastland,5,1921
Eastland,2,1928
Eastland,2,1927
Eastland,2,1929
Eastland,1,1931
Eastland,4,1895
Eastland,5,1896
Eastland,5,1900
Eastland,3,1880
Eastland,3,1892
Eastland,2,1918
Eastland,2,1924
Eastland,1,1916
Ector,22,-
Ector,2,1906
Ector,2,1908
Ector,3,1909
Ector,2,1910
Ector,1,1912
Ector,1,1916
Ector,1,1917
Ector,1,1928
Ector,3,1930
Ector,2,1887
Ector,1,1895
Ector,1,1914
Ector,2,1911
Edwards,80,-
Edwards,3,1896
Edwards,1,1882
Edwards,4,1883
Edwards,3,1885
Edwards,2,1887
Edwards,3,1889
Edwards,5,1893
Edwards,5,1894
Edwards,4,1899
Edwards,1,1900
Edwards,4,1902
Edwards,1,1906
Edwards,1,1908
Edwards,1,1909
Edwards,1,1911
Edwards,1,1913
Edwards,2,1925
Edwards,2,1926
Edwards,2,1901
Edwards,2,1884
Edwards,1,1907
Edwards,1,1928
Edwards,1,1930
Edwards,2,1904
Edwards,2,1905
Edwards,1,1890
Edwards,3,1892
Edwards,2,1895
Edwards,3,1910
Edwards,2,1886
Edwards,1,1914
Edwards,1,1917
Edwards,1,1919
Edwards,1,1920
Edwards,1,1921
Edwards,3,1912
Edwards,2,1891
Edwards,4,1898
Ellis,420,-
Ellis,7,1881
Ellis,6,1882
Ellis,10,1883
Ellis,5,1885
Ellis,8,1891
Ellis,18,1898
Ellis,15,1899
Ellis,10,1900
Ellis,16,1901
Ellis,8,1902
Ellis,4,1905
Ellis,8,1914
Ellis,8,1916
Ellis,4,1917
Ellis,4,1924
Ellis,2,1926
Ellis,8,1895
Ellis,9,1903
Ellis,2,1906
Ellis,7,1907
Ellis,2,1908
Ellis,2,1919
Ellis,7,1879
Ellis,15,1897
Ellis,9,1877
Ellis,4,1884
Ellis,10,1886
Ellis,6,1889
Ellis,12,1890
Ellis,12,1896
Ellis,8,1904
Ellis,11,1887
Ellis,9,1888
Ellis,6,1893
Ellis,13,1894
Ellis,4,1918
Ellis,5,1922
Ellis,1,1928
Ellis,1,1931
Ellis,7,1878
Ellis,3,1880
Ellis,5,1892
Ellis,4,1915
Ellis,5,1872
Ellis,5,1873
Ellis,8,1874
Ellis,2,1912
Ellis,6,1923
Ellis,4,1930
Ellis,4,1854
Ellis,3,1862
Ellis,4,1866
Ellis,5,1867
Ellis,4,0
Ellis,5,1861
Ellis,3,1865
Ellis,2,1855
Ellis,3,1857
Ellis,4,1871
Ellis,4,1921
Ellis,4,1870
Ellis,5,1859
Ellis,2,1869
Ellis,1,1910
Ellis,7,1913
Ellis,3,1920
Ellis,1,1876
Ellis,1,1864
Ellis,1,1875
Ellis,3,1852
Ellis,1,1856
Ellis,1,1860
Ellis,1,1909
Ellis,2,1927
Ellis,1,1850
El Paso,235,-
El Paso,10,1909
El Paso,1,1917
El Paso,3,1884
El Paso,8,1886
El Paso,5,1888
El Paso,4,1889
El Paso,2,1891
El Paso,8,1892
El Paso,6,1902
El Paso,12,1907
El Paso,5,1910
El Paso,5,1913
El Paso,6,1908
El Paso,7,1911
El Paso,5,1890
El Paso,6,1912
El Paso,2,1858
El Paso,3,1885
El Paso,4,1914
El Paso,4,1915
El Paso,2,1920
El Paso,3,1923
El Paso,4,1925
El Paso,3,1926
El Paso,2,1897
El Paso,4,1904
El Paso,3,1906
El Paso,1,1924
El Paso,3,1901
El Paso,2,1881
El Paso,2,1852
El Paso,2,1855
El Paso,2,1857
El Paso,3,1860
El Paso,4,1861
El Paso,1,1863
El Paso,2,1866
El Paso,2,1868
El Paso,4,1869
El Paso,1,1870
El Paso,1,1877
El Paso,6,1879
El Paso,4,1880
El Paso,8,1894
El Paso,5,1898
El Paso,3,1922
El Paso,2,1916
El Paso,5,1903
El Paso,1,1859
El Paso,4,1896
El Paso,2,1872
El Paso,2,1873
El Paso,3,1867
El Paso,2,1893
El Paso,5,1905
El Paso,1,1853
El Paso,5,1876
El Paso,2,1887
El Paso,3,1882
El Paso,4,1900
El Paso,2,1895
El Paso,1,1899
El Paso,2,1919
El Paso,2,1921
El Paso,1,1874
El Paso,2,1878
El Paso,1,1883
Encinal,16,-
Encinal,1,1890
Encinal,2,1895
Encinal,3,1898
Encinal,2,1894
Encinal,1,1880
Encinal,2,1896
Encinal,1,1883
Encinal,1,1888
Encinal,1,1882
Encinal,2,1881
Erath,272,-
Erath,13,1890
Erath,6,1891
Erath,16,1893
Erath,6,1881
Erath,4,1889
Erath,5,1900
Erath,6,1902
Erath,2,1909
Erath,2,1928
Erath,8,1895
Erath,4,1899
Erath,14,1903
Erath,12,1905
Erath,6,1906
Erath,3,1876
Erath,2,1878
Erath,10,1884
Erath,7,1886
Erath,8,1888
Erath,10,1901
Erath,2,1887
Erath,5,1904
Erath,4,1877
Erath,7,1897
Erath,2,1920
Erath,3,1927
Erath,7,1896
Erath,8,1894
Erath,4,1910
Erath,3,1914
Erath,12,1892
Erath,7,1907
Erath,3,1908
Erath,3,1912
Erath,3,1918
Erath,4,1875
Erath,2,1882
Erath,1,1898
Erath,1,1916
Erath,1,1921
Erath,2,1860
Erath,3,1861
Erath,2,1866
Erath,1,1867
Erath,2,1868
Erath,1,1870
Erath,1,1925
Erath,4,1858
Erath,5,1913
Erath,1,1919
Erath,3,1922
Erath,2,1885
Erath,1,1923
Erath,1,1917
Erath,2,1880
Erath,2,1862
Erath,1,1872
Erath,1,1879
Erath,4,1859
Erath,1,1857
Erath,1,1871
Erath,2,1873
Erath,2,1874
Erath,1,1911
Falls,286,-
Falls,7,1890
Falls,1,1857
Falls,2,1858
Falls,4,1861
Falls,2,1865
Falls,8,1866
Falls,8,1881
Falls,7,1884
Falls,7,1888
Falls,6,1891
Falls,4,1896
Falls,8,1898
Falls,7,1902
Falls,9,1903
Falls,6,1904
Falls,1,1863
Falls,4,1868
Falls,3,1869
Falls,7,1889
Falls,7,1886
Falls,5,1897
Falls,6,1899
Falls,3,1854
Falls,3,1880
Falls,5,1883
Falls,1,1855
Falls,3,1859
Falls,1,1864
Falls,3,1871
Falls,1,1872
Falls,8,1895
Falls,6,1882
Falls,4,1885
Falls,5,1914
Falls,4,1921
Falls,9,1900
Falls,1,1852
Falls,6,1901
Falls,4,1894
Falls,7,1887
Falls,5,1905
Falls,2,1912
Falls,4,1917
Falls,4,1920
Falls,2,1928
Falls,1,1860
Falls,3,1870
Falls,6,1873
Falls,2,1874
Falls,4,1878
Falls,2,1911
Falls,1,1915
Falls,3,1918
Falls,4,1922
Falls,2,0
Falls,1,1923
Falls,1,1925
Falls,2,1926
Falls,2,1909
Falls,3,1907
Falls,2,1916
Falls,6,1879
Falls,2,1862
Falls,3,1867
Falls,2,1906
Falls,2,1908
Falls,2,1913
Falls,1,1851
Falls,1,1856
Falls,1,1919
Falls,3,1924
Falls,6,1892
Falls,6,1876
Falls,1,1853
Falls,1,1875
Fannin,410,-
Fannin,3,1848
Fannin,9,1883
Fannin,13,1894
Fannin,7,1896
Fannin,14,1897
Fannin,10,1898
Fannin,7,1903
Fannin,3,1906
Fannin,9,1882
Fannin,11,1886
Fannin,15,1901
Fannin,8,1892
Fannin,6,1878
Fannin,8,1895
Fannin,15,1899
Fannin,10,1900
Fannin,3,0
Fannin,8,1902
Fannin,6,1904
Fannin,14,1887
Fannin,8,1891
Fannin,2,1911
Fannin,10,1914
Fannin,4,1928
Fannin,3,1931
Fannin,5,1871
Fannin,3,1858
Fannin,4,1859
Fannin,4,1862
Fannin,1,1846
Fannin,3,1847
Fannin,2,1855
Fannin,2,1857
Fannin,9,1861
Fannin,3,1864
Fannin,4,1866
Fannin,3,1867
Fannin,3,1870
Fannin,7,1873
Fannin,2,1875
Fannin,5,1881
Fannin,15,1885
Fannin,12,1890
Fannin,3,1907
Fannin,3,1912
Fannin,2,1916
Fannin,2,1921
Fannin,9,1888
Fannin,10,1879
Fannin,11,1880
Fannin,11,1889
Fannin,6,1893
Fannin,3,1876
Fannin,8,1920
Fannin,4,1925
Fannin,6,1884
Fannin,4,1905
Fannin,6,1919
Fannin,2,1877
Fannin,1,1850
Fannin,2,1865
Fannin,1,1869
Fannin,3,1915
Fannin,3,1923
Fannin,2,1874
Fannin,1,1913
Fannin,4,1922
Fannin,1,1924
Fannin,1,1853
Fannin,1,1854
Fannin,3,1860
Fannin,1,1929
Fannin,1,1910
Fannin,1,1868
Fannin,1,1926
Fayette,356,-
Fayette,6,1879
Fayette,6,1880
Fayette,6,1881
Fayette,7,1887
Fayette,12,1890
Fayette,4,1905
Fayette,4,1884
Fayette,8,1874
Fayette,6,1848
Fayette,4,1868
Fayette,12,1889
Fayette,9,1893
Fayette,4,1906
Fayette,2,1869
Fayette,11,1898
Fayette,6,1886
Fayette,5,1892
Fayette,8,1914
Fayette,5,1862
Fayette,1,1863
Fayette,8,1866
Fayette,10,1867
Fayette,4,1882
Fayette,2,1895
Fayette,5,1896
Fayette,2,1858
Fayette,4,1859
Fayette,13,1861
Fayette,3,1864
Fayette,4,1870
Fayette,3,1875
Fayette,6,1877
Fayette,4,1901
Fayette,3,1911
Fayette,1,1917
Fayette,3,1920
Fayette,3,1923
Fayette,8,1891
Fayette,10,1894
Fayette,4,1904
Fayette,5,1852
Fayette,4,1885
Fayette,7,1897
Fayette,3,1907
Fayette,4,1888
Fayette,3,0
Fayette,5,1903
Fayette,2,1912
Fayette,1,1925
Fayette,3,1850
Fayette,2,1853
Fayette,2,1854
Fayette,10,1873
Fayette,8,1883
Fayette,4,1910
Fayette,3,1915
Fayette,2,1878
Fayette,6,1899
Fayette,3,1908
Fayette,2,1913
Fayette,3,1922
Fayette,5,1900
Fayette,3,1872
Fayette,6,1860
Fayette,3,1902
Fayette,6,1846
Fayette,2,1924
Fayette,4,1865
Fayette,2,1909
Fayette,1,1849
Fayette,4,1871
Fayette,1,1876
Fayette,3,1856
Fayette,1,1918
Fayette,1,1851
Fayette,2,1857
Fayette,1,1927
Fayette,1,1847
Fayette,1,1928
Fayette,1,1921
Fisher,103,-
Fisher,3,1908
Fisher,2,1892
Fisher,1,1891
Fisher,2,1894
Fisher,3,1896
Fisher,4,1897
Fisher,4,1901
Fisher,3,1903
Fisher,4,1899
Fisher,5,1913
Fisher,2,1915
Fisher,2,1900
Fisher,6,1906
Fisher,3,1888
Fisher,4,1889
Fisher,6,1890
Fisher,2,1893
Fisher,2,1909
Fisher,1,1918
Fisher,3,1920
Fisher,1,1885
Fisher,1,1895
Fisher,4,1905
Fisher,5,1907
Fisher,3,1886
Fisher,2,1887
Fisher,2,1902
Fisher,1,1912
Fisher,3,1914
Fisher,1,1919
Fisher,1,1928
Fisher,2,1929
Fisher,1,1930
Fisher,4,1922
Fisher,1,1881
Fisher,1,1911
Fisher,1,1916
Fisher,3,1921
Fisher,1,1924
Fisher,2,1927
Fisher,1,1904
Floyd,75,-
Floyd,3,1922
Floyd,2,1917
Floyd,2,1905
Floyd,1,1907
Floyd,7,1892
Floyd,6,1894
Floyd,5,1891
Floyd,3,1896
Floyd,3,1898
Floyd,2,1899
Floyd,1,1906
Floyd,3,1888
Floyd,4,1895
Floyd,3,1928
Floyd,1,1931
Floyd,1,1915
Floyd,2,1916
Floyd,3,1902
Floyd,1,1908
Floyd,2,1913
Floyd,3,1914
Floyd,2,1890
Floyd,4,1893
Floyd,3,1901
Floyd,1,1910
Floyd,1,1921
Floyd,1,1929
Floyd,2,1897
Floyd,1,1882
Floyd,2,1900
Foard,55,-
Foard,3,1897
Foard,1,1899
Foard,2,1904
Foard,1,1907
Foard,1,1912
Foard,3,1913
Foard,2,1917
Foard,3,1918
Foard,3,1919
Foard,3,1920
Foard,1,1928
Foard,1,1892
Foard,2,1893
Foard,1,1894
Foard,1,1898
Foard,2,1901
Foard,1,1905
Foard,1,1896
Foard,1,1909
Foard,2,1911
Foard,2,1927
Foard,2,1895
Foard,3,1902
Foard,3,1906
Foard,3,1891
Foard,1,1908
Foard,2,1910
Foard,1,1914
Foard,1,1922
Foard,1,1900
Foard,1,1903
Foley,1,-
Foley,1,1896
Fortbend,301,-
Fortbend,2,1872
Fortbend,2,1873
Fortbend,6,1874
Fortbend,1,1878
Fortbend,4,1880
Fortbend,8,1897
Fortbend,6,1911
Fortbend,8,1913
Fortbend,4,1917
Fortbend,3,1920
Fortbend,8,1898
Fortbend,8,1899
Fortbend,8,1902
Fortbend,8,1906
Fortbend,7,1914
Fortbend,5,1846
Fortbend,1,1848
Fortbend,2,1850
Fortbend,3,1861
Fortbend,1,1864
Fortbend,4,1866
Fortbend,10,1894
Fortbend,3,1931
Fortbend,6,1893
Fortbend,4,0
Fortbend,3,1879
Fortbend,4,1895
Fortbend,7,1907
Fortbend,1,1916
Fortbend,6,1919
Fortbend,1,1925
Fortbend,3,1926
Fortbend,6,1928
Fortbend,3,1930
Fortbend,12,1901
Fortbend,8,1904
Fortbend,6,1905
Fortbend,6,1910
Fortbend,4,1883
Fortbend,4,1891
Fortbend,5,1892
Fortbend,2,1921
Fortbend,4,1912
Fortbend,4,1882
Fortbend,8,1888
Fortbend,6,1915
Fortbend,3,1927
Fortbend,2,1923
Fortbend,6,1890
Fortbend,5,1929
Fortbend,4,1900
Fortbend,4,1889
Fortbend,4,1903
Fortbend,4,1881
Fortbend,5,1924
Fortbend,1,1857
Fortbend,3,1909
Fortbend,2,1908
Fortbend,2,1884
Fortbend,3,1885
Fortbend,2,1922
Fortbend,1,1896
Fortbend,2,1870
Fortbend,1,1871
Fortbend,1,1877
Fortbend,1,1851
Fortbend,1,1852
Fortbend,1,1854
Fortbend,1,1855
Fortbend,1,1856
Fortbend,3,1867
Fortbend,2,1868
Fortbend,3,1886
Fortbend,2,1869
Fortbend,1,1876
Fortbend,2,1858
Fortbend,1,1859
Fortbend,1,1862
Fortbend,1,1875
Franklin,82,-
Franklin,5,1895
Franklin,5,1901
Franklin,8,1902
Franklin,2,1903
Franklin,2,1882
Franklin,3,1891
Franklin,1,1877
Franklin,2,1878
Franklin,3,1879
Franklin,1,1885
Franklin,2,1889
Franklin,3,1892
Franklin,2,1900
Franklin,1,1911
Franklin,4,1927
Franklin,4,1883
Franklin,3,1894
Franklin,1,1904
Franklin,2,1893
Franklin,5,1897
Franklin,2,1898
Franklin,3,1899
Franklin,4,1905
Franklin,1,1875
Franklin,1,1908
Franklin,1,1916
Franklin,1,1920
Franklin,1,1924
Franklin,3,1896
Franklin,2,1906
Franklin,1,1913
Franklin,1,1914
Franklin,1,1915
Franklin,1,1926
Freestone,218,-
Freestone,4,1853
Freestone,4,1884
Freestone,3,1882
Freestone,6,1899
Freestone,7,1901
Freestone,8,1902
Freestone,2,1896
Freestone,6,1898
Freestone,7,1903
Freestone,5,1871
Freestone,11,1900
Freestone,8,1906
Freestone,6,1880
Freestone,5,1883
Freestone,4,1897
Freestone,8,1905
Freestone,2,1892
Freestone,1,1856
Freestone,6,1861
Freestone,1,1868
Freestone,3,1869
Freestone,6,1872
Freestone,1,1875
Freestone,2,1876
Freestone,4,1893
Freestone,8,1907
Freestone,3,1909
Freestone,4,1915
Freestone,2,1851
Freestone,2,1858
Freestone,1,1866
Freestone,1,1867
Freestone,2,1870
Freestone,1,1878
Freestone,1,1890
Freestone,3,0
Freestone,4,1894
Freestone,1,1885
Freestone,2,1886
Freestone,4,1888
Freestone,1,1917
Freestone,5,1908
Freestone,3,1854
Freestone,3,1860
Freestone,1,1864
Freestone,2,1874
Freestone,1,1877
Freestone,2,1879
Freestone,4,1891
Freestone,3,1913
Freestone,2,1923
Freestone,2,1862
Freestone,2,1911
Freestone,1,1929
Freestone,1,1904
Freestone,3,1852
Freestone,1,1863
Freestone,2,1855
Freestone,1,1919
Freestone,1,1922
Freestone,1,1873
Freestone,2,1889
Freestone,1,1895
Freestone,2,1912
Freestone,1,1914
Freestone,2,1920
Freestone,2,1921
Freestone,1,1850
Freestone,1,1857
Freestone,3,1859
Freestone,1,1916
Freestone,1,1918
Frio,100,-
Frio,3,1899
Frio,5,1883
Frio,3,1901
Frio,2,1906
Frio,1,1907
Frio,2,1908
Frio,4,1913
Frio,3,1891
Frio,2,1884
Frio,2,1887
Frio,6,1888
Frio,6,1892
Frio,4,1893
Frio,2,1885
Frio,3,1886
Frio,4,1889
Frio,3,1890
Frio,2,1910
Frio,2,1920
Frio,3,1922
Frio,2,1912
Frio,1,0
Frio,1,1875
Frio,1,1877
Frio,3,1916
Frio,2,1918
Frio,3,1879
Frio,2,1881
Frio,2,1882
Frio,2,1909
Frio,2,1911
Frio,1,1914
Frio,1,1915
Frio,3,1924
Frio,2,1927
Frio,2,1880
Frio,1,1895
Frio,1,1905
Frio,1,1919
Frio,1,1897
Frio,1,1900
Frio,1,1894
Frio,1,1896
Frio,1,1930
Gaines,36,-
Gaines,4,1905
Gaines,3,1908
Gaines,3,1909
Gaines,2,1914
Gaines,3,1916
Gaines,3,1918
Gaines,2,1890
Gaines,1,1910
Gaines,2,1904
Gaines,1,1903
Gaines,1,1913
Gaines,1,1917
Gaines,2,1907
Gaines,2,1906
Gaines,2,1919
Gaines,1,1921
Gaines,1,1925
Gaines,1,1929
Gaines,1,1922
Galveston,171,-
Galveston,6,1897
Galveston,6,1898
Galveston,5,1902
Galveston,5,1907
Galveston,2,1908
Galveston,1,1909
Galveston,3,1920
Galveston,3,1894
Galveston,8,1901
Galveston,4,1903
Galveston,7,1914
Galveston,5,1891
Galveston,5,1892
Galveston,5,1893
Galveston,1,1913
Galveston,4,1923
Galveston,2,1924
Galveston,2,1928
Galveston,3,1874
Galveston,2,1875
Galveston,2,1880
Galveston,1,1885
Galveston,5,1886
Galveston,2,1877
Galveston,4,1890
Galveston,1,1895
Galveston,5,1899
Galveston,2,1910
Galveston,2,0
Galveston,1,1867
Galveston,5,1900
Galveston,2,1860
Galveston,2,1906
Galveston,3,1876
Galveston,1,1879
Galveston,1,1882
Galveston,2,1883
Galveston,6,1884
Galveston,3,1887
Galveston,1,1846
Galveston,2,1853
Galveston,1,1857
Galveston,1,1861
Galveston,1,1865
